product,participant,net,net_prev,change
日経225先物,立花証券,-118,-127,9
日経225先物,野村証券,34835,35374,-539
日経225先物,ＡＢＮクリアリン証券,5276,1388,3888
日経225先物,ＢＮＰパリバ証券,-3622,-3324,-298
日経225先物,ＨＳＢＣ証券,-32970,-33442,472
日経225先物,ＪＩＡ証券,74,0,74
日経225先物,ＪＰモルガン証券,7969,6181,1788
日経225先物,ＳＢＩ証券,-720,-660,-60
日経225先物,ＳＭＢＣ日興証券,5157,4922,235
日経225先物,ＵＢＳ証券,4218,3724,494
日経225先物+mini(ラージ換算),みずほ証券,-4727,-5283,556
日経225先物+mini(ラージ換算),むさし証券,0,0,0
日経225先物+mini(ラージ換算),インタラクティブ証券,-571,-73,-499
日経225先物+mini(ラージ換算),ゴールドマン証券,-16033,-13258,-2776
日経225先物+mini(ラージ換算),サスケハナ・ホンコン,250,296,-46
日経225先物+mini(ラージ換算),シティグループ証券,6558,5032,1526
日経225先物+mini(ラージ換算),ソシエテＧ証券,1117,1727,-610
日経225先物+mini(ラージ換算),ドイツ証券,1507,2932,-1425
日経225先物+mini(ラージ換算),ナティクシス証券,-856,-856,0
日経225先物+mini(ラージ換算),バークレイズ証券,6693,7112,-418
日経225先物+mini(ラージ換算),ビーオブエー証券,1235,-247,1482
日経225先物+mini(ラージ換算),フィリップ証券,-133,1104,-1237
日経225先物+mini(ラージ換算),マネックス証券,63,40,23
日経225先物+mini(ラージ換算),モルガンＭＵＦＧ証券,-14175,-12872,-1303
日経225先物+mini(ラージ換算),三田証券,0,0,0
日経225先物+mini(ラージ換算),三菱ＵＦＪ証券,-6871,-6443,-428
日経225先物+mini(ラージ換算),三菱ＵＦＪｅスマート,151,122,29
日経225先物+mini(ラージ換算),光世証券,-53,-105,52
日経225先物+mini(ラージ換算),内藤証券,0,0,0
日経225先物+mini(ラージ換算),大和証券,1519,1420,99
日経225先物+mini(ラージ換算),安藤証券,-2,-10,8
日経225先物+mini(ラージ換算),山和証券,-4,-3,-1
日経225先物+mini(ラージ換算),岡三証券,-3,-5,2
日経225先物+mini(ラージ換算),日産証券,1677,1639,37
日経225先物+mini(ラージ換算),東海東京証券,-95,-184,89
日経225先物+mini(ラージ換算),松井証券,30,92,-62
日経225先物+mini(ラージ換算),楽天証券,51,-263,314
日経225先物+mini(ラージ換算),立花証券,-118,-127,9
日経225先物+mini(ラージ換算),豊トラスティ,0,0,0
日経225先物+mini(ラージ換算),豊証券,-1,-5,3
日経225先物+mini(ラージ換算),野村証券,32885,33452,-567
日経225先物+mini(ラージ換算),ＡＢＮクリアリン証券,6459,4819,1640
日経225先物+mini(ラージ換算),ＢＮＰパリバ証券,-2638,-2236,-403
日経225先物+mini(ラージ換算),ＨＳＢＣ証券,-32596,-32840,244
日経225先物+mini(ラージ換算),Ｊトラストグローバル,0,0,0
日経225先物+mini(ラージ換算),ＪＩＡ証券,74,0,74
日経225先物+mini(ラージ換算),ＪＰモルガン証券,7370,5785,1585
日経225先物+mini(ラージ換算),ＳＢＩ証券,-345,-705,360
日経225先物+mini(ラージ換算),ＳＭＢＣ日興証券,5898,5611,287
日経225先物+mini(ラージ換算),ＵＢＳ証券,5045,4297,748
